## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
304952     150000    0.00054189*1.0*1.0          276808.95          mc15_13TeV.304952.Sherpa_CT10_VV_tauvtauv_1000M2000
304953     150000    1.3656e-05*1.0*1.0          10984182.78        mc15_13TeV.304953.Sherpa_CT10_VV_tauvtauv_2000M3000
304954     150000    6.9367e-07*1.0*1.0          216241152.13       mc15_13TeV.304954.Sherpa_CT10_VV_tauvtauv_3000M4000
304955     150000    4.3075e-08*1.0*1.0          3482298316.89      mc15_13TeV.304955.Sherpa_CT10_VV_tauvtauv_4000M5000
##         ##        ======================      ##                 ##
##         ##        Diboson_Sherpa_Nominal      ##                 ##
##         ##        ======================      ##                 ##
303495     150000    5.7054e-09*1.0*1.0          26290882322.0      mc15_13TeV.303495.Sherpa_CT10_VV_evmuv_M5000
304940     150000    5.7052e-09*1.0*1.0          26291803968.3      mc15_13TeV.304940.Sherpa_CT10_VV_evtauv_M5000
304948     150000    5.7062e-09*1.0*1.0          26287196382.9      mc15_13TeV.304948.Sherpa_CT10_VV_muvtauv_M5000
304956     150000    2.978e-09*1.0*1.0           50369375419.7      mc15_13TeV.304956.Sherpa_CT10_VV_tauvtauv_M5000
305435     200000    1.6606*1.0*1.0              120.44             mc15_13TeV.305435.Sherpa_CT10_WqqGammaPt140_280
305436     100000    0.24311*1.0*1.0             411.34             mc15_13TeV.305436.Sherpa_CT10_WqqGammaPt280_500
305437     100000    0.037897*1.0*1.0            2638.73            mc15_13TeV.305437.Sherpa_CT10_WqqGammaPt500_1000
305438     80000     0.0018156*1.0*1.0           44062.57           mc15_13TeV.305438.Sherpa_CT10_WqqGammaPt1000_2000
305439     10000     1.6968e-05*1.0*1.0          589344.65          mc15_13TeV.305439.Sherpa_CT10_WqqGammaPt2000_inf
305440     200000    0.65757*1.0*1.0             304.15             mc15_13TeV.305440.Sherpa_CT10_ZqqGammaPt140_280
305441     100000    0.07702*1.0*1.0             1298.36            mc15_13TeV.305441.Sherpa_CT10_ZqqGammaPt280_500
305442     100000    0.010438*1.0*1.0            9580.38            mc15_13TeV.305442.Sherpa_CT10_ZqqGammaPt500_1000
305443     80000     0.00046266*1.0*1.0          172913.15          mc15_13TeV.305443.Sherpa_CT10_ZqqGammaPt1000_2000
305444     10000     4.291e-06*1.0*1.0           2330459.1          mc15_13TeV.305444.Sherpa_CT10_ZqqGammaPt2000_inf
343478     1500000   0.65113*1.0*1.0             2303.69            mc15_13TeV.343478.Sherpa_CT10_lllvSFMinus
343479     2980000   1.3238*1.0*1.0              2251.1             mc15_13TeV.343479.Sherpa_CT10_lllvOFMinus
343480     2000000   0.92949*1.0*1.0             2151.72            mc15_13TeV.343480.Sherpa_CT10_lllvSFPlus
343481     3970000   1.8906*1.0*1.0              2099.86            mc15_13TeV.343481.Sherpa_CT10_lllvOFPlus
361063     17993500  12.849*0.91*1.0             1400.38            mc15_13TeV.361063.Sherpa_CT10_llll
361064     450000    1.8442*0.91*1.0             244.01             mc15_13TeV.361064.Sherpa_CT10_lllvSFMinus
361065     900000    3.6254*0.91*1.0             248.25             mc15_13TeV.361065.Sherpa_CT10_lllvOFMinus
361066     600000    2.5618*0.91*1.0             234.21             mc15_13TeV.361066.Sherpa_CT10_lllvSFPlus
361067     1200000   5.0248*0.91*1.0             238.82             mc15_13TeV.361067.Sherpa_CT10_lllvOFPlus
361068     5942000   14.0*0.91*1.0               424.43             mc15_13TeV.361068.Sherpa_CT10_llvv
361069     510000    0.025797*0.91*1.0           19769.74           mc15_13TeV.361069.Sherpa_CT10_llvvjj_ss_EW4
361070     510000    0.043004*0.91*1.0           11859.36           mc15_13TeV.361070.Sherpa_CT10_llvvjj_ss_EW6
361071     1010000   6.5492*0.91*1.0             154.22             mc15_13TeV.361071.Sherpa_CT10_lllvjj_EW6
361072     60000     0.031496*0.91*1.0           1905.0             mc15_13TeV.361072.Sherpa_CT10_lllljj_EW6
361073     502000    0.020931*0.91*1.0           23983.57           mc15_13TeV.361073.Sherpa_CT10_ggllll
361074     501000    0.016161*0.91*1.0           31000.56           mc15_13TeV.361074.Sherpa_CT10_ggllll_M4l100
361075     1000      0.011826*0.91*1.0           84.56              mc15_13TeV.361075.Sherpa_CT10_ggllllNoHiggs
361076     1000      0.006272*0.91*1.0           159.44             mc15_13TeV.361076.Sherpa_CT10_ggllllOnlyHiggs
361077     400000    0.85401*0.91*1.0            468.38             mc15_13TeV.361077.Sherpa_CT10_ggllvv
361078     100000    0.37176*0.91*1.0            268.99             mc15_13TeV.361078.Sherpa_CT10_ggllvvNoHiggs
361079     5000      0.53739*0.91*1.0            9.3                mc15_13TeV.361079.Sherpa_CT10_ggllvvOnlyHiggs
361080     5000      0.050798*0.91*1.0           98.43              mc15_13TeV.361080.Sherpa_CT10_ggllvv_ZZcuts
361084     250000    3.7583*0.91*1.0             66.52              mc15_13TeV.361084.Sherpa_CT10_WqqZll
361086     0         16.59*0.91*0.14253          0.0                mc15_13TeV.361086.Sherpa_CT10_ZqqZll
361087     0         16.492*0.91*0.28096         0.0                mc15_13TeV.361087.Sherpa_CT10_ZqqZvv
361088     2000000   3.4001*0.91*1.0             588.22             mc15_13TeV.361088.Sherpa_CT10_lvvv
361089     1000000   0.65967*0.91*1.0            1515.91            mc15_13TeV.361089.Sherpa_CT10_vvvv
361090     2000000   1.5948*0.91*1.0004          1253.57            mc15_13TeV.361090.Sherpa_CT10_llll_M4l100
361091     2000000   24.885*0.91*1.0             80.37              mc15_13TeV.361091.Sherpa_CT10_WplvWmqq_SHv21_improved
361092     2000000   24.857*0.91*1.0             80.46              mc15_13TeV.361092.Sherpa_CT10_WpqqWmlv_SHv21_improved
361093     2000000   11.494*0.91*1.0             174.0              mc15_13TeV.361093.Sherpa_CT10_WlvZqq_SHv21_improved
361094     500000    3.4234*0.91*1.0             146.05             mc15_13TeV.361094.Sherpa_CT10_WqqZll_SHv21_improved
361095     1000000   6.777*0.91*1.0              147.56             mc15_13TeV.361095.Sherpa_CT10_WqqZvv_SHv21_improved
361096     500000    16.445*0.91*0.14307         212.51             mc15_13TeV.361096.Sherpa_CT10_ZqqZll_SHv21_improved
361097     500000    16.432*0.91*0.28207         107.88             mc15_13TeV.361097.Sherpa_CT10_ZqqZvv_SHv21_improved
361499     200000    0.20117*1.0*0.11664         8523.53            mc15_13TeV.361499.Sherpa_CT10_llvvjj_EW6_highMjj
361598     200000    0.095498*1.0*0.12409        16877.14           mc15_13TeV.361598.Sherpa_CT10_llvvjj_EW6_noHiggs_highMjj
361643     10000     0.025199*1.0*1.0            396.84             mc15_13TeV.361643.Sherpa_CT10_llvvjj_ss_EW4_FSFup
361644     10000     0.026935*1.0*1.0            371.26             mc15_13TeV.361644.Sherpa_CT10_llvvjj_ss_EW4_QSFdown
361645     10000     0.025422*1.0*1.0            393.36             mc15_13TeV.361645.Sherpa_CT10_llvvjj_ss_EW4_QSFup
361646     10000     0.03369*1.0*1.0             296.82             mc15_13TeV.361646.Sherpa_CT10_llvvjj_ss_EW4_RSFdown
361647     10000     0.021188*1.0*1.0            471.97             mc15_13TeV.361647.Sherpa_CT10_llvvjj_ss_EW4_RSFup
361648     10000     0.043657*1.0*1.0            229.06             mc15_13TeV.361648.Sherpa_CT10_llvvjj_ss_EW6_CKKWdown
361649     10000     0.042895*1.0*1.0            233.13             mc15_13TeV.361649.Sherpa_CT10_llvvjj_ss_EW6_CKKWup
361650     10000     0.044477*1.0*1.0            224.84             mc15_13TeV.361650.Sherpa_CT10_llvvjj_ss_EW6_FSFdown
361651     10000     0.042077*1.0*1.0            237.66             mc15_13TeV.361651.Sherpa_CT10_llvvjj_ss_EW6_FSFup
361652     10000     0.043747*1.0*1.0            228.59             mc15_13TeV.361652.Sherpa_CT10_llvvjj_ss_EW6_QSFdown
361653     10000     0.04359*1.0*1.0             229.41             mc15_13TeV.361653.Sherpa_CT10_llvvjj_ss_EW6_QSFup
361654     10000     0.04301*1.0*1.0             232.5              mc15_13TeV.361654.Sherpa_CT10_llvvjj_ss_EW6_RSFdown
361655     10000     0.043495*1.0*1.0            229.91             mc15_13TeV.361655.Sherpa_CT10_llvvjj_ss_EW6_RSFup
361656     10000     0.026241*1.0*1.0            381.08             mc15_13TeV.361656.Sherpa_CT10_llvvjj_ss_EW4_CKKWdown
361657     10000     0.024757*1.0*1.0            403.93             mc15_13TeV.361657.Sherpa_CT10_llvvjj_ss_EW4_CKKWup
361658     10000     0.02724*1.0*1.0             367.11             mc15_13TeV.361658.Sherpa_CT10_llvvjj_ss_EW4_FSFdown
361659     500000    1.848*1.0*1.0               270.56             mc15_13TeV.361659.Sherpa_CT10_lllvSFMinusjj
361660     500000    3.6254*1.0*1.0              137.92             mc15_13TeV.361660.Sherpa_CT10_lllvOFMinusjj
361661     500000    2.5649*1.0*1.0              194.94             mc15_13TeV.361661.Sherpa_CT10_lllvSFPlusjj
361662     500000    5.0256*1.0*1.0              99.49              mc15_13TeV.361662.Sherpa_CT10_lllvOFPlusjj
361663     1000000   13.973*1.0*1.0              71.57              mc15_13TeV.361663.Sherpa_CT10_llvvjj
363841     100000    4.9502*1.0*1.0              20.2               mc15_13TeV.363841.Sherpa_CT10_ZZ_SM
363842     100000    5.5677*1.0*1.0              17.96              mc15_13TeV.363842.Sherpa_CT10_ZZ_TGC0
363843     100000    6.3948*1.0*1.0              15.64              mc15_13TeV.363843.Sherpa_CT10_ZZ_TGC1
363844     100000    8.7519*1.0*1.0              11.43              mc15_13TeV.363844.Sherpa_CT10_ZZ_TGC2
##         ##        =========                   ##                 ##
##         ##        Higgs_ggH                   ##                 ##
##         ##        =========                   ##                 ##
341000     2050000   30.182*1.4552*1.0           67.92              mc15_13TeV.341000.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_gamgam
341079     480000    30.183*1.4551*0.4915        32.36              mc15_13TeV.341079.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_WWlvlv_EF_15_5
341122     1525000   30.192*1.4547*0.12277       411.42             mc15_13TeV.341122.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaull
341123     1545000   30.193*1.4546*0.4548        112.51             mc15_13TeV.341123.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh
341124     1545000   30.193*1.4546*0.42194       121.28             mc15_13TeV.341124.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh
341195     960000    30.193*1.4546*1.0           31.8               mc15_13TeV.341195.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_mumu
341225     35000     30.193*1.4546*0.39394       2.94               mc15_13TeV.341225.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauIncl
341272     50000     30.16*1.0*1.0               1.66               mc15_13TeV.341272.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_JpsiGamma
341273     95000     30.198*1.0*1.0              3.15               mc15_13TeV.341273.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_PhiGamma
341445     95000     30.187*1.4549*0.000156      20237.07           mc15_13TeV.341445.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_Zllgam
341471     290000    30.188*1.4549*0.000269      35685.27           mc15_13TeV.341471.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_ZZ4lep
341505     1470000   30.19*1.4548*0.00012        406969.7           mc15_13TeV.341505.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_ZZ4lep_noTau
341560     45000     30.199*1.0*1.0              1.49               mc15_13TeV.341560.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_gamgamD
341564     95000     30.198*1.4544*0.577         5.45               mc15_13TeV.341564.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_bb
341565     975000    30.191*1.4547*0.19987       161.58             mc15_13TeV.341565.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_bb_EF4jets
341902     480000    30.191*1.0*0.45431          35.0               mc15_13TeV.341902.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_CPodd
341903     245000    30.193*1.0*0.45574          17.81              mc15_13TeV.341903.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_mix50
341904     975000    30.19*1.0*0.45516           70.95              mc15_13TeV.341904.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaulh_unpol
341905     480000    30.19*1.0*0.42148           37.72              mc15_13TeV.341905.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_CPodd
341906     245000    30.192*1.0*0.42214          19.22              mc15_13TeV.341906.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_mix50
341907     975000    30.191*1.0*0.42182          76.56              mc15_13TeV.341907.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_unpol
342178     95000     30.198*1.0*1.0              3.15               mc15_13TeV.342178.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_ee
342282     2000000   30.196*1.0*1.0              66.23              mc15_13TeV.342282.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_inc
342300     50000     30.217*1.0*0.45599          3.63               mc15_13TeV.342300.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125W02_tautaulh
342301     50000     30.215*1.0*0.42307          3.91               mc15_13TeV.342301.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125W02_tautauhh
342302     50000     30.195*1.0*0.1223           13.54              mc15_13TeV.342302.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125W02_tautaull
342560     480000    30.188*1.0*1.0              15.9               mc15_13TeV.342560.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_MPIOFF_ggH125_gamgam
343233     500000    0.03458*1.0*0.66248         21825.9            mc15_13TeV.343233.Powheggg2vvPythia8EvtGen_ggH125p5_gg_ZZ_2l2v_13TeV
343393     200000    30.197*1.0*0.00056          11817.39           mc15_13TeV.343393.PowhegPy8EG_CT10_AZNLOCTEQ6L1_ggH125_WWlvlv_EF_15_5_highMjj
344084     500000    30.189*1.0*1.0              16.56              mc15_13TeV.344084.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_taumu
344088     500000    30.189*1.0*1.0              16.56              mc15_13TeV.344088.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_taue
344092     500000    30.189*1.0*1.0              16.56              mc15_13TeV.344092.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_mue
##         ##        =========                   ##                 ##
##         ##        Higgs_VBF                   ##                 ##
##         ##        =========                   ##                 ##
301399     100000    3.8306*1.0*1.0              26.11              mc15_13TeV.301399.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_ZZ4nu
341001     1100000   3.8272*0.9793*1.0           287.42             mc15_13TeV.341001.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_gamgam
341080     250000    3.827*0.9794*0.51025        128.03             mc15_13TeV.341080.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5
341155     2100000   3.8293*0.9788*0.12271       4469.1             mc15_13TeV.341155.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaull
341156     2100000   3.8293*0.9788*0.45539       1204.25            mc15_13TeV.341156.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh
341157     2095000   3.8293*0.9788*0.42191       1296.72            mc15_13TeV.341157.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh
341206     1000000   3.8927*0.9628*1.0           256.89             mc15_13TeV.341206.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_mumu
341254     35000     3.8283*0.979*0.41699        21.92              mc15_13TeV.341254.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauIncl
341446     100000    3.8306*0.9784*0.000156      167871.55          mc15_13TeV.341446.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_Zllgam
341488     200000    3.8299*0.9786*0.000269      193984.89          mc15_13TeV.341488.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_ZZ4lep
341518     600000    3.8312*0.9783*0.00012       1308953.7          mc15_13TeV.341518.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_ZZ4lep_noTau
341566     1500000   3.8298*0.9786*0.577         678.8              mc15_13TeV.341566.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_bb
341908     500000    3.8282*1.0*0.4546           287.31             mc15_13TeV.341908.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_CPodd
341909     250000    3.8285*1.0*0.45431          143.73             mc15_13TeV.341909.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_mix50
341910     1000000   3.8307*1.0*0.45539          573.24             mc15_13TeV.341910.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaulh_unpol
341911     500000    3.8281*1.0*0.42227          309.31             mc15_13TeV.341911.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_CPodd
341912     250000    3.8285*1.0*0.42219          154.67             mc15_13TeV.341912.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_mix50
341913     980000    3.8308*1.0*0.42216          605.98             mc15_13TeV.341913.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_unpol
342189     100000    3.8318*1.0*1.0              26.1               mc15_13TeV.342189.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_ee
342283     300000    3.828*1.0*1.0               78.37              mc15_13TeV.342283.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_inc
343634     100000    3.8194*1.0*1.0              26.18              mc15_13TeV.343634.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_PhiGamma
344085     245000    3.8162*1.0*1.0              64.2               mc15_13TeV.344085.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_taumu
344089     250000    3.8155*1.0*1.0              65.52              mc15_13TeV.344089.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_taue
344093     250000    3.8155*1.0*1.0              65.52              mc15_13TeV.344093.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_mue
##         ##        =========                   ##                 ##
##         ##        SingleTop                   ##                 ##
##         ##        =========                   ##                 ##
407018     2500000   34.01*1.054*0.088461        830.96             mc15_13TeV.407018.PowhegPythiaEvtGen_P2012CT10_Wt_inclusive_top_HT500
407019     500000    34.011*1.054*0.011282       1303.0             mc15_13TeV.407019.PowhegPythiaEvtGen_P2012CT10_Wt_inclusive_top_MET200
407020     2500000   33.99*1.054*0.088415        831.88             mc15_13TeV.407020.PowhegPythiaEvtGen_P2012CT10_Wt_inclusive_tbar_HT500
407021     500000    33.992*1.054*0.011259       1306.44            mc15_13TeV.407021.PowhegPythiaEvtGen_P2012CT10_Wt_inclusive_tbar_MET200
407049     2495000   32.406*1.0*0.060304         1276.73            mc15_13TeV.407049.PowhegPythiaEvtGen_P2012CT10_Wt_DS_inclusive_top_HT500
407050     2500000   34.916*1.0*0.090649         789.86             mc15_13TeV.407050.PowhegPythiaEvtGen_P2012CT10radHi_Wt_inclusive_top_HT500
407051     2500000   33.41*1.0*0.085876          871.35             mc15_13TeV.407051.PowhegPythiaEvtGen_P2012CT10radLo_Wt_inclusive_top_HT500
407052     498000    32.408*1.0*0.007106         2162.39            mc15_13TeV.407052.PowhegPythiaEvtGen_P2012CT10_Wt_DS_inclusive_top_MET200
407053     500000    34.916*1.0*0.011857         1207.73            mc15_13TeV.407053.PowhegPythiaEvtGen_P2012CT10radHi_Wt_inclusive_top_MET200
407054     500000    33.41*1.0*0.010723          1395.65            mc15_13TeV.407054.PowhegPythiaEvtGen_P2012CT10radLo_Wt_inclusive_top_MET200
407055     2410000   32.381*1.0*0.060079         1238.81            mc15_13TeV.407055.PowhegPythiaEvtGen_P2012CT10_Wt_DS_inclusive_tbar_HT500
407056     2500000   34.895*1.0*0.090545         791.25             mc15_13TeV.407056.PowhegPythiaEvtGen_P2012CT10radHi_Wt_inclusive_tbar_HT500
407057     2500000   33.391*1.0*0.085823         872.38             mc15_13TeV.407057.PowhegPythiaEvtGen_P2012CT10radLo_Wt_inclusive_tbar_HT500
